Server_1,Server_2,Server_3,Server_4,Server_5, Server_6,Server_7,Server_8,Server_9,Server_10,Server_11,Server_12,Server_13,Server_14,Server_15,Server_16,Server_17,Server_18,Server_19,Server_20,Server_21,Server_22,Server_23,Server_24,Server_25
261,1077,1200,25,392,34,101,96,84,325,2880,6286,219,131,416,478,128,345,109,560,92,156,1786,215,2285
276,1086,85,24,391,33,100,147,90,301,523,6279,218,126,348,476,129,324,111,613,91,74,531,235,2254
278,1293,85,23,391,415,102,109,888,491,474,5630,295,126,347,474,128,343,198,545,94,67,3923,208,2253
257,1079,83,25,391,33,102,95,86,281,514,5319,218,338,353,474,133,309,623,738,93,81,535,225,2253
256,1167,85,24,393,611,106,182,104,285,516,6278,221,126,339,475,128,306,473,573,91,98,2380,423,2262
253,1061,87,26,390,34,102,111,84,336,517,11626,221,146,409,476,128,558,744,648,108,136,1153,231,2261
259,1055,279,24,391,33,101,114,102,306,782,5955,218,128,407,477,129,313,768,578,98,61,701,269,2270
268,1167,85,23,393,35,101,111,87,300,600,6162,217,131,415,473,128,308,690,663,91,167,887,220,2269
258,1078,85,26,392,34,103,110,92,291,516,6703,219,157,414,474,130,307,399,604,93,151,2132,528,2264
264,1064,82,25,390,34,102,114,86,306,515,5764,430,138,409,475,130,305,325,608,93,153,888,242,2471
262,1073,84,29,392,33,101,110,84,282,516,6446,219,128,414,589,129,323,546,578,109,59,966,247,2270
260,1087,84,24,391,37,102,193,98,320,519,6006,398,128,373,474,129,305,674,557,115,155,962,255,2265
258,1081,84,25,391,35,102,101,84,348,518,5700,217,128,348,472,139,387,1145,845,110,112,532,276,2293
258,1076,84,26,391,33,104,108,83,294,780,3698,220,125,349,474,138,309,686,561,102,68,944,222,2254
315,1104,108,24,390,51,104,94,831,315,517,2857,218,131,347,476,130,309,656,644,102,73,526,220,2257
254,1053,98,26,389,37,102,94,84,295,517,2058,222,125,349,484,127,306,477,557,131,63,1093,226,2277
253,1086,84,33,390,35,101,111,90,330,517,5101,221,125,345,474,134,307,681,773,105,70,4037,234,2260
256,1055,87,25,391,35,296,110,102,356,516,4860,217,128,348,410,130,318,966,563,110,118,2546,217,2266
254,1066,681,23,390,34,102,202,108,509,600,2201,220,313,346,412,131,306,1184,3445,127,72,1044,214,2256
260,1260,104,28,728,59,103,107,83,302,517,2096,219,125,468,409,131,307,488,551,103,61,1167,254,2268
880,1682,109,565,395,355,103,100,182,337,521,2146,221,127,367,416,135,327,612,563,102,61,533,212,2266
255,1116,132,24,393,65,138,95,83,289,516,2016,217,128,347,412,128,308,350,550,106,61,2469,212,2290
255,2242,105,28,393,58,111,178,169,286,516,1989,225,125,345,413,129,306,587,554,106,69,534,261,2277
253,2831,84,23,396,56,101,94,602,299,518,3343,219,125,368,540,130,308,411,546,103,67,537,215,2288
260,1105,84,28,402,34,105,109,162,298,2878,2084,220,125,345,410,130,308,327,582,102,61,2359,241,2286
255,1178,132,24,393,34,104,108,146,345,517,2363,217,124,342,414,128,328,483,564,103,60,541,250,2267
259,1063,105,29,390,33,102,108,371,323,529,2766,221,125,398,412,128,309,441,546,104,64,1019,245,2276
261,1419,111,28,390,34,101,110,83,780,516,3910,221,126,392,418,129,308,561,585,91,62,529,233,2282
257,1066,109,26,391,36,102,2215,96,345,517,5792,239,126,341,411,128,310,459,562,93,70,890,255,2268
398,1076,110,26,390,32,103,93,84,327,518,5936,299,132,416,414,129,309,916,573,90,58,631,244,2273
263,1068,111,27,390,33,102,93,287,334,2886,4791,219,158,354,410,130,307,678,544,113,63,607,274,2274
258,1059,107,26,391,49,102,109,84,290,521,4803,217,125,354,411,138,308,479,607,93,72,1195,219,2272
260,1086,82,25,395,34,107,106,85,322,517,2722,220,125,349,417,130,312,460,558,100,60,587,313,2275
258,1156,113,24,391,34,102,124,323,310,519,2016,217,125,342,412,131,420,685,550,94,59,598,221,2272
254,1076,111,24,393,34,104,2232,185,308,517,2030,220,128,349,411,133,307,414,565,93,62,529,247,2271
261,1061,84,28,388,34,101,99,83,284,516,2009,217,164,344,432,200,309,611,550,94,69,528,236,2281
254,26045,84,25,394,33,102,97,83,283,2877,2272,229,126,337,411,132,309,360,3481,94,59,528,250,2282
256,1069,136,25,393,36,102,105,83,292,518,1953,222,128,343,412,130,595,305,592,91,61,545,210,2310
252,1059,105,22,391,33,101,93,92,286,518,2003,217,125,340,409,128,326,409,543,92,58,525,216,2261
254,1147,1065,24,392,277,105,96,101,334,516,7142,218,124,344,417,130,1107,839,543,92,62,797,221,2302
254,1070,84,25,395,33,102,2261,131,286,516,9507,219,127,353,415,133,465,400,558,97,61,530,245,2279
261,1066,108,25,394,34,102,106,83,300,516,6093,219,132,480,412,131,1340,555,558,93,57,530,247,2274
258,1070,111,38,392,32,113,110,509,294,2878,13846,217,124,347,414,130,358,689,557,91,64,532,222,2273
253,4535,106,26,392,33,101,96,83,312,516,6272,218,133,349,415,132,320,558,560,91,60,1018,213,2266
260,1084,88,26,400,32,102,98,83,317,518,12128,218,125,358,413,193,309,669,544,91,60,531,217,2324
270,1064,84,29,389,32,103,106,88,289,523,34523,285,128,351,411,131,315,441,555,91,56,702,1948,2345
260,1056,284,27,391,34,101,4184,84,346,517,6201,218,130,375,413,130,309,575,552,92,58,1053,1365,2269
258,1092,87,23,392,33,102,108,83,321,515,2242,218,127,400,427,132,1494,512,545,91,58,694,1224,2273
254,1083,83,24,393,33,102,106,86,290,4723,5170,219,125,361,414,130,327,346,557,99,61,699,1224,2273
257,1148,85,25,391,33,107,93,82,344,517,6568,219,129,388,410,129,307,806,605,92,58,529,1801,2267
260,1057,84,26,395,36,102,108,279,332,516,15113,218,126,533,417,128,311,935,549,94,57,699,1167,2273
257,1069,83,26,392,92,107,93,83,292,540,3206,229,132,350,411,131,559,564,571,91,58,529,197,2266
257,1154,83,23,392,33,103,2203,85,345,518,5331,306,126,352,411,130,319,135,554,107,56,992,237,2266
258,1061,205,23,391,36,104,107,84,303,518,4660,383,126,357,3321,128,350,220,570,98,56,889,238,2276
254,1058,86,37,393,33,105,96,88,345,2875,7069,222,127,2438,422,129,437,182,551,99,56,808,223,2264
260,1136,84,26,397,33,102,116,88,286,517,6620,220,124,358,412,131,305,307,567,95,68,532,222,2256
271,1066,85,25,392,34,101,117,83,369,517,6347,220,126,353,410,128,310,380,665,95,60,1029,231,2282
268,1100,82,30,391,598,104,95,90,291,521,6332,221,157,369,411,130,309,325,571,114,56,881,1194,2261
255,1084,85,25,391,33,105,2237,95,318,517,5566,265,130,352,416,130,314,347,593,95,79,919,216,2264
262,1065,84,29,400,663,101,112,239,310,563,5973,2662,125,360,411,130,410,400,626,249,72,536,211,2279
257,1089,154,29,411,203,104,122,92,322,2870,5601,225,128,356,411,128,311,508,574,97,58,2352,220,2264
300,1121,111,25,393,66,107,107,462,461,564,6126,220,132,365,412,130,336,294,566,1690,63,528,229,2268
259,1057,84,23,394,32,102,98,521,369,516,6115,218,293,366,413,132,330,330,580,93,59,883,402,2267
292,1127,83,26,396,34,107,124,84,301,518,4978,224,131,348,412,129,306,485,577,125,81,524,241,2266
275,1064,90,23,393,43,104,2359,836,356,519,5322,220,126,353,411,129,330,380,591,94,67,875,323,2265
386,1134,89,25,395,261,2925,96,98,3714,517,4267,220,2577,356,412,130,494,401,652,97,67,896,220,2260
316,1061,2879,29,393,33,104,2812,90,568,2878,2090,218,156,375,2387,2244,309,645,583,96,68,1235,248,2265
256,1064,85,25,2899,35,104,100,702,561,483,2396,221,129,380,412,130,314,382,611,115,483,878,3364,2267
2884,4205,86,2919,396,1795,102,114,2914,2887,2881,2207,217,134,381,423,129,2232,2015,1841,109,66,2840,239,3219
315,1065,86,24,395,34,140,96,83,445,519,2598,227,128,365,421,129,611,279,610,128,63,527,258,2262
267,1229,90,23,393,34,103,47053,86,353,516,3055,249,127,589,413,130,327,267,658,126,73,528,228,2272
278,1058,84,23,395,34,103,135,338,427,517,3395,229,126,360,416,129,316,183,585,94,91,1011,221,2262
312,1118,154,40,400,33,103,95,440,322,2881,4518,220,129,442,419,130,317,263,642,102,61,1146,267,2262
275,1065,85,23,394,32,105,109,86,430,517,5360,220,125,359,498,166,328,1086,693,95,31980,609,26601,2253
278,1060,84,24,394,34,103,116,84,587,516,4622,220,127,390,416,134,342,133,568,128,61,539,384,2262
274,1127,86,24,401,34,105,112,90,406,518,5113,234,126,376,412,132,312,1482,635,108,77,525,240,2499
639,1070,85,23,395,37,106,4177,87,636,517,4053,222,125,353,416,131,346,1318,691,113,76,953,363,2256
286,1099,153,26,401,34,103,111,98,578,519,5010,220,130,417,416,129,377,383,568,107,93,4453,238,2819
275,1082,85,24,459,32,110,120,457,476,2878,4985,225,131,350,414,130,331,786,564,107,67,1746,1524,2264
274,1069,87,25,405,33,105,95,1036,647,516,3914,220,131,342,448,129,311,1626,575,133,85,873,327,2268
331,1064,106,25,397,340,105,94,86,363,518,3099,236,127,357,440,133,308,905,561,232,135,9572,239,2264
259,1064,83,34,393,33,104,135,361,348,517,1993,240,131,347,429,130,362,1285,574,291,67,3064,236,2250
255,1054,86,27,400,35,106,2263,85,585,517,1970,222,128,357,421,133,308,1864,566,120,68,880,239,2260
383,1115,83,30,398,37,108,93,86,437,518,2045,220,128,357,428,131,325,3260,567,114,81,550,223,2265
278,1550,85,29,397,36,104,114,86,420,3879,2227,220,132,370,420,139,330,1057,576,102,58,531,253,2254
281,1068,89,29,397,37,108,95,106,315,520,4846,219,128,346,422,130,314,1515,615,149,62,8809,217,2268
278,1070,86,31,398,34,102,147,86,655,517,2003,218,128,350,421,130,329,1790,591,111,71,3839,226,2328
498,1061,87,228,397,36,107,113,87,416,519,3468,235,143,367,423,131,310,2937,555,143,93,947,547,2261
312,1066,90,23,398,33,105,7223,333,303,518,4470,222,127,342,421,133,330,1623,564,111,80,4376,227,2255
653,1106,88,29,400,34,102,113,143,342,518,2429,219,128,343,481,130,326,1708,707,114,82,2439,1179,2252
264,1094,84,25,398,34,106,106,653,340,2819,2183,222,162,356,424,132,319,2680,753,106,82,9814,218,2259
441,1061,86,29,395,33,102,41998,86,347,519,2060,221,133,433,417,134,319,2953,638,115,65,4197,253,2251
267,1060,88,26,395,33,105,95,1184,314,518,1950,222,127,352,437,142,321,3197,690,112,31515,1190,25331,2247
662,1061,98,27,392,35,110,111,2582,355,518,1950,218,130,366,419,128,337,1370,603,105,121,5712,301,2254
259,1084,86,24,363,33,104,115,84,379,520,2836,218,128,380,415,131,318,714,617,105,207,4567,245,2281
256,1066,85,25,392,201,104,172,854,382,521,1965,222,129,351,454,129,314,1425,585,114,64,1563,219,2260
259,1129,106,25,403,58,102,110,467,502,983,2122,218,130,352,461,134,330,3888,601,108,56,1397,609,2252
271,1058,83,28,402,34,103,98,540,369,520,2341,222,152,352,416,132,315,4380,771,106,79,3825,258,2252
313,1571,85,26,394,36,106,116,87,713,518,1951,221,132,530,453,130,314,2811,582,107,57,2897,244,2248
295,1070,84,27,400,33,105,98,554,745,520,2068,218,130,358,3420,130,1046,1707,600,94,57,962,224,2257
253,6731,84,25,394,35,103,129,144,515,516,2040,220,131,348,428,131,326,2300,758,92,78,1407,235,2267
263,1073,88,26,399,35,104,94,84,369,518,1985,218,133,352,483,130,309,465,911,97,83,918,224,2256
308,1123,86,24,410,34,104,104,90,340,691,1944,225,191,349,419,133,311,360,594,105,93,881,311,2252
287,1061,83,25,392,33,103,117,177,800,518,1950,221,136,351,417,130,310,3653,611,93,74,5033,236,2251
281,1064,86,25,393,34,108,108,625,349,520,2013,220,136,351,416,131,324,1361,608,106,57,535,1433,2247
462,1269,84,24,9342,33,105,112,304,735,517,1986,224,130,350,427,129,310,542,645,97,56,1623,235,2249
457,1081,105,25,393,40,104,147,88,418,516,1916,220,393,348,428,128,311,1114,596,91,95,5315,224,2251
364,1067,87,25,426,33,108,113,670,340,520,3357,219,259,367,414,129,306,494,593,103,56,2987,241,2248
371,1059,83,25,396,33,108,111,86,514,757,2243,311,137,350,423,128,310,565,740,102,57,4032,406,2249
275,1074,83,27,395,55,148,3084,84,378,519,1926,219,128,345,426,129,561,537,612,107,62,888,228,2251
265,1375,133,25,399,34,106,123,84,403,519,1921,217,131,345,3086,129,328,596,597,112,86,3725,223,2260
333,1109,85,24,395,51,109,110,84,408,520,1976,218,141,342,418,330,378,150,644,100,63,3049,223,2249
324,1110,85,43,394,34,106,49139,116,389,539,1960,217,131,345,423,129,307,680,595,110,57,850,233,2301
297,1108,83,24,395,32,102,99,87,323,519,1918,218,130,348,419,129,510,113,556,108,88,1599,285,2258
274,1062,85,25,398,33,103,125,85,373,872,2295,221,125,347,422,129,307,346,591,98,178,952,229,2257
262,1068,85,24,397,36,103,122,83,285,517,2164,218,133,368,419,130,317,148,636,115,56,4123,204,2265
670,1071,82,24,396,33,24,119,94,313,521,2119,218,129,357,431,170,308,146,591,110,62,534,277,2249
262,1072,85,23,391,34,102,111,88,311,519,1963,244,131,347,440,131,309,174,560,102,96,1569,220,2371
257,1115,87,25,391,33,103,208,86,301,519,1968,217,128,343,488,128,309,499,608,96,69,1098,276,2263
259,1067,104,25,392,33,102,110,627,316,518,2100,221,126,351,412,128,307,858,553,106,80,2188,258,2252
255,1055,85,25,390,34,101,125,85,290,757,1984,217,127,338,414,128,321,604,586,258,58,967,212,2282
268,1057,84,26,393,33,102,112,83,347,524,2047,219,125,408,415,130,310,173,565,144,76,1532,247,2261
388,1080,84,24,392,34,24,96,82,298,518,1976,267,126,394,414,129,306,444,772,97,79,958,245,2248
316,1113,85,26,392,32,24,119,89,315,518,1995,255,127,402,416,128,325,807,581,103,73,1306,293,2250
260,1140,141,25,394,33,24,161,86,336,517,1970,221,125,355,413,127,305,1145,585,99,88,2358,220,2261
262,1071,86,27,390,32,24,95,89,301,516,2002,219,124,373,415,128,305,451,566,95,97,880,262,2257
270,1393,86,24,391,35,24,93,469,403,757,1971,220,125,431,412,128,347,569,598,94,62,898,265,2247
611,1454,106,27,392,33,24,98,82,416,517,1994,218,129,362,413,131,313,197,582,122,56,1458,220,2251
571,1058,85,24,400,33,24,42172,85,302,518,1949,220,127,437,420,129,333,161,568,135,99,1432,217,2247
256,1568,83,22,391,34,25,108,84,382,517,1940,218,128,383,415,128,309,269,570,105,86,5483,299,2267
263,1885,105,23,392,36,24,162,85,401,519,1929,221,125,343,412,130,474,194,560,91,57,976,333,2252
257,1094,84,25,390,34,24,121,83,290,517,1949,220,126,371,417,129,323,168,568,103,57,968,385,2251
254,1077,90,25,402,33,32,98,84,320,813,1963,218,158,348,412,129,325,481,577,106,60,1019,290,2248
260,1065,82,26,392,34,24,117,84,355,517,1948,217,227,352,411,128,326,386,588,204,57,1032,295,2251
267,1129,105,29,392,46,24,119,85,307,517,1959,218,141,419,411,128,307,1451,689,310,93,1217,275,2256
256,1073,86,26,390,34,24,97,105,343,517,1950,218,396,612,424,130,308,253,558,101,84,1494,241,2249
272,1062,1226,25,392,35,28,194,85,505,518,1995,218,134,349,412,129,330,113,634,181,78,822,277,2257
259,1105,105,24,394,1422,27,122,83,480,517,1964,218,129,347,417,132,306,1640,552,105,77,528,216,2255
263,1097,110,26,391,40,24,120,82,298,685,1965,223,126,355,412,133,307,480,564,111,57,529,245,2251
268,1078,87,25,391,37,24,113,157,531,526,1968,218,130,348,413,140,310,133,572,102,68,535,261,2275
261,1074,84,26,391,299,24,112,111,388,520,1960,219,125,421,411,138,308,340,550,101,65,2439,270,2266
296,1077,86,24,391,35,23,94,85,324,526,2024,217,154,409,410,130,310,208,569,98,64,531,267,2444
266,1057,110,25,391,33,24,196,85,295,516,2015,219,125,384,413,130,309,201,567,106,109,529,285,2266
270,1059,85,23,391,34,24,133,130,285,516,5708,219,126,348,412,131,554,495,548,121,59,1637,246,2266
260,1063,106,27,390,403,23,42081,271,306,687,4789,217,135,353,806,134,306,335,554,94,64,538,927,2310
258,1067,83,25,389,33,24,95,135,322,517,6355,217,125,341,413,132,323,128,553,109,63,948,272,2253
256,1262,103,23,391,33,24,122,112,303,516,17734,220,125,348,413,129,321,146,570,680,61,532,264,2267
253,1114,84,25,391,35,24,111,251,353,517,9272,225,125,347,412,130,320,279,547,96,56,2731,254,2273
260,1056,85,25,390,35,24,137,139,297,517,5611,218,125,356,411,136,341,165,566,99,57,537,253,2272
255,1054,85,24,390,33,24,104,444,329,516,7487,220,128,349,411,130,311,210,546,99,60,2429,255,2263
259,1062,106,25,391,32,191,94,222,281,722,6446,218,146,449,412,128,308,369,543,99,65,532,284,2266
257,1062,620,24,663,33,24,176,165,293,516,13802,220,125,347,416,130,314,203,546,101,66,1474,267,2280
259,1058,107,24,391,296,25,106,104,344,518,6236,217,127,339,419,129,340,396,548,118,59,535,299,2260
938,1642,105,495,393,32,24,113,86,298,519,6416,219,125,395,412,129,842,749,646,152,56,3158,274,2279
261,1058,109,24,392,33,26,182,435,330,516,6170,220,127,349,411,131,314,160,545,105,59,547,311,2256
253,1118,84,24,393,33,24,109,151,296,517,16581,220,154,352,412,130,308,770,554,119,59,2826,251,2279
256,1104,89,26,392,33,25,108,87,306,697,7700,220,125,348,414,130,309,348,545,99,60,693,272,2274
256,1057,88,24,390,33,24,108,782,283,518,14847,217,154,346,411,130,307,804,631,91,58,1157,263,2955
254,5255,106,23,390,34,26,94,84,311,516,16513,218,155,356,413,132,306,818,542,99,58,694,266,2294
257,1057,89,26,391,33,25,114,84,286,517,25896,217,154,366,410,128,309,342,727,91,56,992,233,2269
257,1280,106,24,390,33,25,42057,84,440,516,7940,220,131,360,415,134,311,699,549,102,77,1129,376,2277
264,1056,1042,24,390,33,24,231,89,283,516,65645,223,129,341,411,135,307,896,555,99,56,704,246,2280
258,1562,83,26,391,33,24,111,466,284,686,8272,217,125,344,417,136,311,550,598,93,59,804,247,2271
254,1058,90,36,390,33,24,104,84,300,517,7561,220,124,362,410,263,311,128,573,91,59,530,248,2281
253,1108,84,23,390,33,24,118,419,366,518,9267,218,124,350,414,131,308,116,553,94,59,889,245,2279
258,1168,108,31,393,33,24,96,94,343,517,9597,220,128,353,411,134,310,370,549,92,56,5553,236,2268
257,1288,107,25,391,32,24,132,569,291,516,6690,219,130,357,416,134,312,150,553,93,61,3996,249,2259
258,1061,83,24,588,32,24,294,387,279,517,12328,219,130,352,417,132,414,116,554,93,58,803,253,2270
259,1059,107,23,408,33,24,110,729,294,686,7761,219,130,346,413,130,715,150,547,92,59,531,237,2271
253,1073,116,26,390,34,24,100,284,297,518,7846,219,352,352,417,129,460,334,556,91,56,955,261,2265
256,1063,105,27,393,33,23,113,85,289,519,7987,219,129,352,413,131,555,252,550,93,60,9824,262,2261
253,1172,83,26,390,33,24,112,91,283,536,7827,219,126,387,410,129,353,142,563,93,56,894,1320,2269
260,1063,82,26,722,33,24,148,87,345,533,70388,218,130,380,493,128,329,186,551,92,61,877,260,2264
259,1060,141,23,391,33,24,115,92,346,517,8094,218,129,358,424,130,418,111,550,93,58,524,258,2277
259,7791,96,40,390,32,24,112,86,343,2725,7672,220,126,393,411,128,325,127,565,115,58,695,392,2267
260,1056,106,23,392,168,24,149,83,292,517,6645,217,124,345,415,131,488,251,558,102,62,1373,21705,2267
255,1069,105,24,391,34,24,41983,85,298,521,6567,218,125,364,410,129,306,168,566,91,63,534,468,2269
260,1084,110,27,391,76,25,146,83,284,516,17972,220,126,380,412,130,306,126,567,92,56,696,81,2252
262,1100,85,32,394,32,24,136,403,301,723,11015,337,125,354,411,131,326,145,551,92,58,525,450,2268
258,1064,107,26,393,33,24,124,105,282,517,6806,218,126,516,409,128,309,147,551,102,56,885,280,2268
260,1086,105,25,390,34,102,94,84,299,692,10581,226,127,355,411,128,323,125,590,117,56,3986,425,2268
259,1065,136,24,392,32,101,108,450,288,518,6612,218,128,364,412,128,306,123,560,96,56,1125,3258,2265
247,1059,84,23,391,32,104,96,427,342,516,6385,220,129,393,412,129,315,118,548,112,60,870,832,2268
253,1064,85,23,392,36,102,109,318,408,517,5906,221,127,4367,413,129,306,120,567,104,56,886,284,2267
260,1066,86,24,391,34,102,132,1268,321,516,6499,228,270,465,414,128,358,282,723,101,57,973,1068,2267
258,1062,89,27,404,34,102,120,83,392,517,5274,221,129,373,414,130,305,134,558,93,58,531,295,2270
257,1092,83,23,422,35,103,110,97,430,687,5419,222,157,365,414,129,517,111,914,137,60,1185,240,2263
272,1064,85,26,392,33,101,111,758,391,542,4404,219,125,394,413,139,337,156,550,105,55,529,230,2266
259,1056,88,24,393,34,106,94,576,405,518,3961,218,125,386,3679,130,306,117,768,99,66,528,489,2266
256,1066,111,23,401,33,104,109,572,508,517,3425,3372,127,385,417,129,313,121,711,109,81,3824,238,2267
258,1062,84,24,394,33,106,322,88,363,517,2182,219,132,347,413,131,493,125,627,100,57,888,257,2280
276,1064,83,25,393,35,104,96,214,462,518,1923,244,125,377,417,129,306,115,577,1211,62,967,234,2277
268,1062,86,29,395,43,102,42108,97,424,689,2087,220,128,381,419,129,321,115,604,573,59,1186,239,2278
263,1075,84,25,395,32,103,110,83,396,517,2249,326,129,360,423,130,313,115,578,117,57,1308,1385,2268
413,1067,107,26,394,34,102,119,84,1166,517,2367,348,130,350,417,138,313,114,635,92,71,546,8314,2249
286,1059,85,24,392,35,3728,102,119,394,518,2512,221,298,372,707,130,309,110,593,109,105,958,276,2267
271,6941,155,24,705,34,108,2153,88,658,519,2663,221,125,443,411,203,310,112,624,116,96,4242,3778,2310
265,1080,136,25,395,1350,105,113,85,471,518,2265,244,126,360,414,129,410,176,589,92,56,1298,234,2603
473,6306,84,121,392,33,103,97,876,883,920,3267,219,130,592,451,129,412,245,1113,132,62,11429,305,2264
269,1064,83,25,399,33,104,99,615,639,517,2421,220,131,400,417,132,561,143,652,101,56,953,232,2293
270,1071,84,24,393,33,120,118,298,755,518,4071,223,127,357,415,129,327,871,670,109,60,954,232,2251
296,1065,84,25,395,34,104,111,83,751,516,2372,225,126,374,413,130,305,122,763,102,74,1640,352,2530
